sex,age,age_cat,race,priors_count,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree,two_year_recid
Male,47,Greater than 45,Caucasian,13,0,0,0,M,1
Female,36,25 - 45,African-American,4,0,0,0,F,0
Female,25,25 - 45,African-American,6,0,0,0,F,1
Male,32,25 - 45,Caucasian,4,0,0,0,M,1
Male,43,25 - 45,Caucasian,1,0,0,0,F,0
Male,27,25 - 45,African-American,2,0,0,0,F,0
Male,26,25 - 45,African-American,8,0,0,0,M,1
Male,21,Less than 25,African-American,1,0,0,0,F,0
Male,40,25 - 45,African-American,23,2,0,0,M,1
Male,38,25 - 45,Caucasian,3,0,0,0,M,0
Male,41,25 - 45,African-American,7,0,0,0,F,0
Male,25,25 - 45,Caucasian,7,0,0,0,F,1
Male,21,Less than 25,Caucasian,1,0,0,0,F,0
Female,74,Greater than 45,Caucasian,0,0,0,0,M,0
Male,41,25 - 45,Caucasian,5,0,0,0,M,1
Male,30,25 - 45,African-American,1,0,1,0,M,0
Female,33,25 - 45,Caucasian,3,0,0,0,F,1
Male,24,Less than 25,Caucasian,2,0,0,0,M,0
Female,29,25 - 45,Caucasian,0,0,0,0,M,0
Female,42,25 - 45,Caucasian,0,0,0,0,F,1
Female,30,25 - 45,Caucasian,1,0,0,1,F,0
Male,33,25 - 45,African-American,0,0,0,0,F,0
Male,21,Less than 25,African-American,2,0,0,1,F,1
Female,41,25 - 45,Caucasian,9,0,0,0,M,1
Female,28,25 - 45,African-American,5,0,0,0,M,0
Female,52,Greater than 45,African-American,3,0,0,0,F,0
Male,25,25 - 45,African-American,0,0,0,0,F,1
Female,27,25 - 45,African-American,0,0,0,0,M,0
Male,35,25 - 45,Caucasian,0,0,0,0,F,0
Male,40,25 - 45,African-American,2,0,0,0,M,0
Male,24,Less than 25,African-American,2,0,0,2,M,1
Male,24,Less than 25,African-American,10,5,1,0,F,1
Male,50,Greater than 45,Caucasian,1,0,0,0,F,0
Male,21,Less than 25,African-American,1,0,0,0,F,1
Male,24,Less than 25,African-American,2,0,0,2,F,1
Male,29,25 - 45,African-American,3,0,0,0,M,0
Female,25,25 - 45,Caucasian,0,0,0,0,M,0
Male,38,25 - 45,African-American,0,0,0,0,F,1
Male,46,Greater than 45,Caucasian,1,0,0,0,F,0
Male,33,25 - 45,African-American,9,0,0,2,M,1
Female,39,25 - 45,African-American,3,0,0,0,F,1
Male,35,25 - 45,African-American,4,0,0,0,F,0
Male,49,Greater than 45,Caucasian,12,0,0,0,F,1
Male,27,25 - 45,Caucasian,0,0,0,0,M,0
Male,22,Less than 25,African-American,2,0,1,3,F,0
Female,29,25 - 45,African-American,0,0,0,0,F,1
Male,31,25 - 45,African-American,0,0,0,0,M,0
Female,65,Greater than 45,Caucasian,0,0,0,0,F,0
Male,24,Less than 25,Caucasian,6,0,0,2,F,0
Male,46,Greater than 45,African-American,0,0,0,0,M,0
Male,20,Less than 25,African-American,0,0,0,0,F,1
Male,29,25 - 45,African-American,16,0,0,0,F,1
Male,29,25 - 45,African-American,7,0,0,0,F,0
Female,56,Greater than 45,Caucasian,3,0,0,0,F,0
Male,21,Less than 25,African-American,0,0,0,0,F,0
Male,40,25 - 45,African-American,0,0,0,0,F,1
Male,22,Less than 25,African-American,2,0,0,0,M,1
Male,39,25 - 45,Caucasian,0,0,0,0,M,0
Male,22,Less than 25,African-American,1,0,1,0,F,1
Male,36,25 - 45,Caucasian,1,0,0,0,F,0
Male,30,25 - 45,African-American,0,0,0,0,F,0
Male,36,25 - 45,African-American,0,0,0,0,M,0
Male,32,25 - 45,African-American,0,0,0,0,F,0
Female,34,25 - 45,African-American,5,0,0,0,F,1
Male,52,Greater than 45,Caucasian,0,0,0,0,M,0
Male,20,Less than 25,Caucasian,1,0,1,1,F,1
Male,38,25 - 45,African-American,5,0,0,0,M,0
Male,46,Greater than 45,Caucasian,0,0,0,0,M,0
Male,27,25 - 45,African-American,0,0,0,0,F,1
Male,20,Less than 25,African-American,2,0,0,0,F,1
Female,29,25 - 45,Caucasian,1,0,0,0,F,1
Female,35,25 - 45,African-American,7,0,0,0,F,1
Male,37,25 - 45,Caucasian,1,0,0,0,M,1
Male,63,Greater than 45,Caucasian,0,0,0,0,F,0
Male,27,25 - 45,African-American,1,0,0,0,F,1
Male,27,25 - 45,African-American,0,0,0,0,F,0
Male,24,Less than 25,African-American,2,0,0,0,M,1
Male,25,25 - 45,Caucasian,4,0,0,0,F,1
Male,27,25 - 45,African-American,0,0,0,0,M,0
Female,48,Greater than 45,African-American,0,0,0,0,M,0
Female,26,25 - 45,African-American,1,0,0,0,M,0
Male,23,Less than 25,Caucasian,1,0,0,2,F,1
Male,22,Less than 25,Caucasian,3,0,1,1,M,1
Male,41,25 - 45,African-American,0,0,0,0,F,0
Male,21,Less than 25,African-American,0,0,0,0,F,0
Female,39,25 - 45,African-American,3,0,0,0,M,0
Male,46,Greater than 45,Caucasian,0,0,0,0,M,0
Male,36,25 - 45,African-American,2,0,0,0,F,1
Male,32,25 - 45,Caucasian,0,0,0,0,M,0
Male,38,25 - 45,African-American,17,0,0,0,M,1
Male,22,Less than 25,African-American,1,0,0,0,F,1
Male,69,Greater than 45,Caucasian,0,0,0,0,M,1
Male,26,25 - 45,African-American,2,0,0,0,F,0
Female,27,25 - 45,African-American,1,0,0,0,M,1
Male,22,Less than 25,African-American,2,0,0,0,F,0
Female,43,25 - 45,Caucasian,0,0,0,0,F,0
Female,55,Greater than 45,Caucasian,0,0,0,0,M,0
Male,20,Less than 25,African-American,1,0,0,2,F,0
Male,22,Less than 25,African-American,1,0,0,0,M,1
Male,33,25 - 45,Caucasian,9,0,0,0,F,1
Male,55,Greater than 45,Caucasian,7,0,0,0,F,0
Male,22,Less than 25,African-American,1,0,0,0,F,0
Male,55,Greater than 45,African-American,1,0,0,0,F,0
Female,43,25 - 45,Caucasian,0,0,0,0,F,1
Male,21,Less than 25,African-American,0,0,0,3,F,1
Male,23,Less than 25,African-American,0,0,0,0,F,0
Female,28,25 - 45,Caucasian,1,0,0,0,M,0
Male,39,25 - 45,African-American,1,0,0,0,F,0
Male,79,Greater than 45,Caucasian,1,0,0,0,M,0
Male,48,Greater than 45,Caucasian,1,0,0,0,F,0
Male,31,25 - 45,African-American,5,1,0,0,M,0
Male,30,25 - 45,Caucasian,4,0,1,0,M,1
Male,32,25 - 45,African-American,5,0,0,0,F,1
Male,56,Greater than 45,Caucasian,1,0,0,0,M,0
Male,43,25 - 45,African-American,2,0,0,0,M,0
Male,27,25 - 45,African-American,21,0,0,0,F,1
Male,41,25 - 45,African-American,0,0,0,0,M,0
Male,43,25 - 45,African-American,3,0,0,0,M,1
Female,33,25 - 45,African-American,1,0,0,0,F,0
Male,22,Less than 25,African-American,0,0,0,0,F,0
Male,34,25 - 45,African-American,3,0,0,0,F,0
Male,36,25 - 45,Caucasian,0,0,0,0,M,0
Male,69,Greater than 45,Caucasian,0,0,0,0,F,0
Male,32,25 - 45,Caucasian,5,0,0,0,F,1
Male,22,Less than 25,African-American,1,0,0,0,F,1
Male,46,Greater than 45,Caucasian,0,0,0,0,F,0
Male,34,25 - 45,Caucasian,1,0,0,0,M,0
Male,39,25 - 45,African-American,0,0,0,0,M,0
Male,25,25 - 45,African-American,6,0,0,1,M,1
Male,63,Greater than 45,African-American,9,0,0,0,F,1
Male,24,Less than 25,Caucasian,8,0,0,0,F,1
Male,29,25 - 45,Caucasian,2,0,0,0,M,0
Male,20,Less than 25,African-American,3,0,3,0,F,1
Female,40,25 - 45,Caucasian,0,0,0,0,M,0
Male,30,25 - 45,African-American,7,0,0,0,F,1
Male,50,Greater than 45,Caucasian,5,0,0,0,F,0
Male,37,25 - 45,African-American,4,0,0,0,M,1
Male,34,25 - 45,African-American,1,0,0,0,F,0
Female,31,25 - 45,African-American,1,0,0,0,M,1
Male,23,Less than 25,Caucasian,10,0,0,1,F,0
Male,37,25 - 45,Caucasian,2,0,0,0,F,1
Male,26,25 - 45,Caucasian,2,0,0,0,F,0
Male,34,25 - 45,African-American,12,0,0,0,F,1
Male,59,Greater than 45,Caucasian,2,0,0,0,M,1
Male,37,25 - 45,Caucasian,2,0,0,0,M,0
Male,45,Greater than 45,Caucasian,1,0,0,0,F,1
Male,22,Less than 25,African-American,1,0,0,0,F,0
Male,24,Less than 25,African-American,3,0,0,1,F,1
Male,25,25 - 45,African-American,5,0,0,0,F,0
Male,24,Less than 25,African-American,6,0,0,0,F,1
Male,20,Less than 25,African-American,1,0,0,0,M,1
Female,32,25 - 45,Caucasian,2,0,0,0,F,1
Male,49,Greater than 45,African-American,3,0,0,0,F,1
Male,31,25 - 45,Caucasian,11,0,0,0,F,1
Male,58,Greater than 45,Caucasian,7,0,0,0,F,1
Male,26,25 - 45,African-American,11,0,1,1,F,1
Male,20,Less than 25,African-American,1,1,0,0,F,0
Male,51,Greater than 45,Caucasian,1,0,0,0,M,1
Male,30,25 - 45,African-American,2,0,0,0,M,0
Male,26,25 - 45,African-American,2,0,0,0,F,0
Female,26,25 - 45,Caucasian,0,0,0,0,F,0
Male,26,25 - 45,African-American,5,0,0,0,F,0
Male,20,Less than 25,Caucasian,0,0,0,2,F,0
Male,28,25 - 45,African-American,0,0,0,0,F,1
Male,23,Less than 25,African-American,1,0,1,2,M,1
Female,21,Less than 25,African-American,0,0,0,0,M,0
Male,30,25 - 45,Caucasian,0,0,0,0,F,0
Male,21,Less than 25,Caucasian,2,0,2,7,F,1
Male,20,Less than 25,Caucasian,1,1,0,0,F,1
Male,24,Less than 25,Caucasian,5,0,0,0,F,1
Male,35,25 - 45,African-American,22,0,0,0,F,1
Male,50,Greater than 45,Caucasian,2,0,0,0,F,1
Male,25,25 - 45,African-American,5,0,0,0,M,0
Male,31,25 - 45,African-American,12,1,1,1,M,1
Male,26,25 - 45,African-American,0,0,0,0,F,0
Male,22,Less than 25,African-American,0,0,0,0,F,0
Male,29,25 - 45,African-American,0,0,0,0,F,0
Male,52,Greater than 45,Caucasian,1,0,0,0,F,0
Male,21,Less than 25,African-American,0,0,0,0,F,0
Male,21,Less than 25,Caucasian,1,0,0,0,F,0
Female,20,Less than 25,Caucasian,0,0,0,0,F,1
Male,30,25 - 45,Caucasian,1,0,0,0,F,1
Female,33,25 - 45,African-American,3,0,0,0,M,1
Male,24,Less than 25,African-American,3,0,0,0,F,0
Female,30,25 - 45,African-American,11,0,0,0,F,1
Female,30,25 - 45,Caucasian,0,0,0,0,M,0
Male,47,Greater than 45,African-American,13,0,0,0,F,1
Male,41,25 - 45,African-American,9,0,1,0,M,0
Male,48,Greater than 45,Caucasian,6,0,0,0,F,0
Male,52,Greater than 45,African-American,2,0,0,0,F,1
Female,34,25 - 45,African-American,1,0,0,0,M,0
Male,35,25 - 45,Caucasian,0,0,0,0,F,1
Male,24,Less than 25,African-American,1,0,0,1,F,1
Male,25,25 - 45,African-American,1,0,0,0,M,0
Male,34,25 - 45,African-American,20,0,1,0,F,1
Male,25,25 - 45,African-American,2,0,0,0,F,1
Male,56,Greater than 45,Caucasian,6,0,0,0,F,0
Male,23,Less than 25,African-American,0,0,0,0,F,0
Male,21,Less than 25,Caucasian,0,0,0,0,M,0
Male,66,Greater than 45,Caucasian,0,0,0,0,M,0
Male,28,25 - 45,African-American,7,0,0,0,M,0
Male,29,25 - 45,Caucasian,0,0,0,0,M,0
Male,22,Less than 25,Caucasian,3,0,0,0,F,1
Male,39,25 - 45,Caucasian,0,0,0,0,F,0
Male,33,25 - 45,African-American,9,0,0,1,M,1
Male,29,25 - 45,Caucasian,2,0,0,0,F,1
Male,31,25 - 45,Caucasian,1,0,0,0,F,0
Male,22,Less than 25,African-American,0,0,0,0,M,0
Female,22,Less than 25,Caucasian,0,0,0,0,M,0
Male,35,25 - 45,Caucasian,3,0,0,2,F,0
Male,29,25 - 45,Caucasian,3,0,0,0,F,1
Male,56,Greater than 45,Caucasian,1,0,0,0,F,0
Female,34,25 - 45,African-American,0,0,0,0,F,0
Male,23,Less than 25,African-American,1,0,0,0,F,1
Male,27,25 - 45,African-American,1,1,0,0,F,1
Male,43,25 - 45,Caucasian,2,0,0,0,F,0
Male,38,25 - 45,Caucasian,0,0,0,0,F,0
Male,39,25 - 45,Caucasian,3,0,0,0,F,0
Male,24,Less than 25,African-American,1,0,0,1,F,1
Male,26,25 - 45,African-American,2,0,0,0,M,0
Female,55,Greater than 45,Caucasian,0,0,0,0,M,0
Male,35,25 - 45,African-American,1,0,0,0,F,1
Male,61,Greater than 45,African-American,25,0,0,0,F,0
Male,40,25 - 45,Caucasian,4,0,0,0,F,0
Male,33,25 - 45,African-American,3,0,0,0,F,0
Male,26,25 - 45,Caucasian,0,0,0,0,F,1
Male,32,25 - 45,Caucasian,15,0,1,0,F,1
Male,28,25 - 45,African-American,0,0,0,0,F,0
Male,45,Greater than 45,Caucasian,0,0,0,0,M,0
Male,30,25 - 45,Caucasian,0,0,0,0,F,1
Female,57,Greater than 45,Caucasian,4,0,0,0,F,0
Male,26,25 - 45,African-American,3,0,0,0,F,1
Male,35,25 - 45,African-American,1,0,0,0,F,0
Female,29,25 - 45,African-American,0,0,0,0,F,0
Female,40,25 - 45,Caucasian,0,0,0,0,M,0
Male,28,25 - 45,Caucasian,1,0,0,0,F,1
Female,25,25 - 45,African-American,0,0,0,1,M,0
Male,44,25 - 45,African-American,3,0,0,0,M,0
Male,23,Less than 25,Caucasian,4,0,0,1,F,1
Male,29,25 - 45,African-American,0,0,0,0,F,0
Male,56,Greater than 45,Caucasian,0,0,0,0,M,0
Female,27,25 - 45,African-American,0,0,0,0,M,0
Female,29,25 - 45,Caucasian,0,0,0,0,M,0
Female,34,25 - 45,Caucasian,4,0,0,0,M,0
Female,22,Less than 25,African-American,0,0,0,0,F,0
Male,40,25 - 45,Caucasian,5,0,0,0,F,1
Male,31,25 - 45,Caucasian,0,0,0,0,F,0
Male,47,Greater than 45,African-American,3,0,0,0,F,0
Male,24,Less than 25,African-American,8,0,0,0,F,1
Male,39,25 - 45,African-American,4,0,0,0,F,0
Male,29,25 - 45,African-American,10,0,0,0,F,1
Female,26,25 - 45,African-American,4,0,0,0,F,1
Male,61,Greater than 45,African-American,2,0,0,0,M,0
Male,30,25 - 45,African-American,0,0,0,0,M,0
Male,20,Less than 25,African-American,0,0,0,1,M,1
Male,56,Greater than 45,African-American,22,0,0,0,F,1
Female,50,Greater than 45,Caucasian,3,0,0,0,F,1
Male,30,25 - 45,African-American,10,0,0,0,F,1
Male,59,Greater than 45,African-American,1,0,0,0,M,0
Male,20,Less than 25,African-American,1,1,0,0,F,1
Male,23,Less than 25,Caucasian,4,0,1,0,M,1
Female,28,25 - 45,Caucasian,2,0,0,0,F,1
Male,35,25 - 45,Caucasian,3,0,0,0,M,1
Male,22,Less than 25,African-American,1,0,0,0,F,1
Male,22,Less than 25,African-American,0,0,0,0,F,0
Male,61,Greater than 45,African-American,8,0,0,0,F,1
Male,26,25 - 45,African-American,5,0,0,0,F,0
Male,44,25 - 45,Caucasian,1,0,0,0,F,0
Female,34,25 - 45,African-American,0,0,0,0,M,1
Male,29,25 - 45,Caucasian,1,0,0,0,F,1
Male,29,25 - 45,African-American,8,0,0,0,M,0
Male,48,Greater than 45,African-American,5,0,0,0,F,1
Female,31,25 - 45,African-American,0,0,0,0,M,0
Male,21,Less than 25,Caucasian,2,0,0,0,F,0
Male,34,25 - 45,Caucasian,4,0,0,0,F,0
Male,54,Greater than 45,African-American,21,0,0,0,F,0
Male,20,Less than 25,Caucasian,4,0,4,0,F,0
Male,31,25 - 45,Caucasian,1,0,0,0,F,1
Male,22,Less than 25,Caucasian,0,0,0,0,M,0
Male,36,25 - 45,African-American,6,0,0,0,M,0
Male,34,25 - 45,African-American,9,3,1,0,F,1
Male,50,Greater than 45,African-American,15,0,0,0,M,0
Male,31,25 - 45,African-American,1,0,0,0,M,0
Male,49,Greater than 45,African-American,10,0,0,0,F,1
Male,21,Less than 25,African-American,2,1,0,1,F,0
Female,26,25 - 45,African-American,5,0,0,0,F,1
Female,25,25 - 45,Caucasian,2,0,0,0,F,1
Male,38,25 - 45,Caucasian,5,0,0,0,F,0
Male,35,25 - 45,Caucasian,2,0,0,0,M,0
Male,32,25 - 45,African-American,4,0,0,0,F,1
Male,29,25 - 45,Caucasian,1,0,0,0,F,0
Male,46,Greater than 45,Caucasian,0,0,0,0,F,0
Male,53,Greater than 45,Caucasian,1,0,0,0,M,0
Female,27,25 - 45,Caucasian,1,0,0,0,F,1
Male,29,25 - 45,Caucasian,4,0,0,0,F,0
Male,23,Less than 25,African-American,3,0,0,0,M,1
Male,24,Less than 25,Caucasian,1,0,0,0,M,0
Male,33,25 - 45,African-American,18,0,0,0,F,1
Male,32,25 - 45,African-American,1,0,0,0,M,1
Female,38,25 - 45,African-American,7,0,0,0,F,1
Male,40,25 - 45,African-American,20,0,0,0,F,0
Female,36,25 - 45,African-American,1,0,0,0,M,0
Male,34,25 - 45,African-American,16,0,0,0,F,1
Male,41,25 - 45,Caucasian,1,0,0,0,M,1
Male,57,Greater than 45,Caucasian,7,0,0,0,F,0
Male,26,25 - 45,African-American,1,0,0,0,F,0
Male,45,Greater than 45,African-American,0,0,0,0,F,1
Male,26,25 - 45,African-American,2,0,0,1,F,0
Female,48,Greater than 45,Caucasian,0,0,0,0,F,0
Male,52,Greater than 45,Caucasian,7,0,0,0,M,0
Female,43,25 - 45,African-American,0,0,0,0,M,0
Male,24,Less than 25,Caucasian,3,0,0,0,F,0
Male,27,25 - 45,African-American,11,0,0,0,F,1
Male,28,25 - 45,African-American,2,0,0,0,F,1
Male,21,Less than 25,African-American,0,0,0,0,F,0
Male,33,25 - 45,African-American,5,0,0,0,M,1
Male,25,25 - 45,African-American,1,0,0,0,F,1
Male,36,25 - 45,African-American,17,0,2,0,F,1
Female,25,25 - 45,Caucasian,0,0,0,0,F,0
Male,46,Greater than 45,Caucasian,0,0,0,0,M,0
Female,24,Less than 25,African-American,0,0,0,0,F,0
Male,28,25 - 45,African-American,4,0,0,0,F,1
Male,28,25 - 45,African-American,12,0,0,1,M,1
Male,23,Less than 25,African-American,0,0,0,0,M,1
Male,50,Greater than 45,Caucasian,1,0,0,0,M,1
Male,24,Less than 25,Caucasian,0,0,0,0,M,0
Female,55,Greater than 45,African-American,2,0,0,0,F,0
Male,22,Less than 25,African-American,0,0,0,0,F,1
Male,38,25 - 45,African-American,14,0,0,0,F,0
Male,31,25 - 45,African-American,1,0,0,0,F,0
Female,30,25 - 45,African-American,3,0,0,0,F,0
Male,37,25 - 45,African-American,16,0,0,0,F,1
Female,41,25 - 45,Caucasian,1,0,0,0,M,0
Male,20,Less than 25,African-American,0,0,0,0,F,1
Male,21,Less than 25,Caucasian,0,0,0,0,M,1
Male,22,Less than 25,Caucasian,1,0,0,0,M,0
Male,38,25 - 45,African-American,7,0,0,0,M,0
Male,31,25 - 45,African-American,0,0,0,0,F,0
Male,28,25 - 45,Caucasian,0,0,0,0,F,0
Male,39,25 - 45,African-American,1,0,0,0,F,0
Male,34,25 - 45,African-American,22,0,0,0,F,1
Male,24,Less than 25,African-American,0,0,0,0,M,1
Male,27,25 - 45,African-American,9,0,0,0,F,1
Male,43,25 - 45,African-American,2,0,0,0,F,0
Male,26,25 - 45,African-American,1,0,0,0,F,0
Male,32,25 - 45,African-American,7,0,3,0,F,0
Female,57,Greater than 45,Caucasian,2,0,0,0,F,0
Female,40,25 - 45,Caucasian,0,0,0,0,M,0
Male,33,25 - 45,Caucasian,6,0,0,0,F,1
Male,30,25 - 45,African-American,2,0,0,0,F,1
Male,29,25 - 45,Caucasian,1,0,0,0,M,0
Male,36,25 - 45,African-American,2,0,0,0,M,0
Male,35,25 - 45,African-American,6,0,0,0,F,1
Male,21,Less than 25,African-American,2,0,1,0,F,1
Male,49,Greater than 45,African-American,29,0,0,0,F,1
Female,37,25 - 45,African-American,23,0,0,0,M,1
Male,29,25 - 45,African-American,3,0,0,0,F,1
Male,25,25 - 45,African-American,1,0,0,1,F,1
Male,20,Less than 25,African-American,2,0,0,0,F,1
Male,55,Greater than 45,African-American,5,0,0,0,F,0
Male,26,25 - 45,Caucasian,0,0,0,0,M,0
Female,52,Greater than 45,Caucasian,6,0,0,0,F,0
Male,52,Greater than 45,African-American,16,0,0,0,F,1
Male,60,Greater than 45,Caucasian,2,0,0,0,M,0
Male,44,25 - 45,Caucasian,0,0,0,0,M,0
Female,25,25 - 45,African-American,2,0,0,0,M,0
Female,20,Less than 25,Caucasian,4,0,0,0,F,1
Male,28,25 - 45,Caucasian,3,0,0,0,F,1
Male,22,Less than 25,Caucasian,1,0,0,0,F,0
Male,24,Less than 25,Caucasian,1,0,0,0,F,1
Female,28,25 - 45,African-American,0,0,0,0,F,0
Male,35,25 - 45,African-American,10,0,0,0,F,1
Male,30,25 - 45,Caucasian,0,0,0,0,M,0
Male,22,Less than 25,African-American,0,0,0,2,F,1
Male,39,25 - 45,African-American,9,0,0,0,F,0
Male,26,25 - 45,African-American,5,0,0,0,M,0
Female,23,Less than 25,African-American,0,0,0,0,F,0
Female,52,Greater than 45,African-American,0,0,0,0,F,1
Female,22,Less than 25,African-American,0,0,0,5,M,1
Male,54,Greater than 45,Caucasian,0,0,0,0,F,0
Male,50,Greater than 45,African-American,2,0,0,0,M,0
Male,20,Less than 25,African-American,2,0,0,4,F,1
Male,25,25 - 45,Caucasian,1,0,0,0,F,0
Female,46,Greater than 45,Caucasian,0,0,0,0,F,0
Male,22,Less than 25,Caucasian,0,0,0,0,M,0
Male,38,25 - 45,Caucasian,10,1,0,0,F,1
Female,34,25 - 45,African-American,5,0,0,0,F,1
Male,18,Less than 25,African-American,4,5,0,2,F,1
Female,26,25 - 45,Caucasian,3,0,0,0,F,1
Female,23,Less than 25,Caucasian,0,0,0,0,F,0
Male,44,25 - 45,Caucasian,1,0,0,0,M,1
Male,53,Greater than 45,Caucasian,9,0,0,0,F,1
Male,27,25 - 45,African-American,4,0,0,0,F,1
Male,25,25 - 45,Caucasian,2,0,0,0,F,0
Male,19,Less than 25,Caucasian,1,0,1,3,F,1
Male,53,Greater than 45,Caucasian,0,0,0,0,F,0
Male,39,25 - 45,African-American,0,0,0,0,M,0
Male,27,25 - 45,African-American,6,1,0,0,F,1
Female,21,Less than 25,African-American,2,0,0,0,F,1
Female,24,Less than 25,African-American,7,0,0,0,F,0
Male,33,25 - 45,Caucasian,0,0,0,0,M,0
Female,24,Less than 25,Caucasian,1,0,0,4,M,0
Male,46,Greater than 45,Caucasian,1,0,0,0,F,0
Female,38,25 - 45,Caucasian,0,0,0,0,F,0
Male,30,25 - 45,African-American,13,0,2,2,F,1
Male,26,25 - 45,African-American,27,0,2,2,M,1
Male,57,Greater than 45,Caucasian,2,0,0,0,F,0
Male,43,25 - 45,Caucasian,0,0,0,0,F,0
Male,22,Less than 25,African-American,0,0,0,0,M,0
Female,28,25 - 45,African-American,9,0,0,0,M,1
Male,51,Greater than 45,Caucasian,3,0,0,0,F,0
Male,24,Less than 25,Caucasian,1,0,0,0,F,0
Male,48,Greater than 45,African-American,3,0,0,0,F,1
Male,26,25 - 45,Caucasian,0,0,0,0,M,1
Male,31,25 - 45,African-American,6,0,0,0,F,1
Male,27,25 - 45,African-American,6,1,2,1,M,0
Male,25,25 - 45,African-American,0,0,0,0,M,0
Male,56,Greater than 45,Caucasian,3,0,0,0,M,0
Female,29,25 - 45,African-American,1,0,0,0,M,0
Female,30,25 - 45,Caucasian,3,0,0,0,F,1
Male,21,Less than 25,African-American,0,0,0,0,F,0
Male,22,Less than 25,Caucasian,1,0,0,0,F,1
Female,28,25 - 45,African-American,0,0,0,0,M,0
Male,35,25 - 45,African-American,2,0,0,0,F,0
Male,23,Less than 25,Caucasian,0,0,0,0,F,0
Male,48,Greater than 45,African-American,4,0,0,0,F,0
Male,22,Less than 25,Caucasian,4,0,1,2,M,1
Male,37,25 - 45,African-American,2,0,0,0,F,0
Male,33,25 - 45,African-American,0,0,0,0,F,0
Male,23,Less than 25,African-American,5,0,0,1,F,1
Male,22,Less than 25,African-American,0,0,0,1,M,1
Male,24,Less than 25,African-American,0,0,0,0,F,0
Male,44,25 - 45,African-American,2,0,0,0,M,0
Female,26,25 - 45,African-American,0,0,0,0,M,0
Male,29,25 - 45,African-American,2,0,0,0,F,0
Male,30,25 - 45,Caucasian,1,0,0,0,M,0
Male,23,Less than 25,African-American,1,0,0,0,F,1
Female,28,25 - 45,African-American,0,0,0,0,F,1
Male,20,Less than 25,African-American,0,0,0,0,F,0
Female,24,Less than 25,Caucasian,7,0,2,0,M,0
Male,37,25 - 45,African-American,6,0,0,0,F,1
Female,21,Less than 25,African-American,1,0,0,0,F,0
Male,27,25 - 45,African-American,8,0,0,0,F,1
Male,26,25 - 45,African-American,2,0,0,0,F,1
Male,42,25 - 45,Caucasian,0,0,0,0,M,0
Male,23,Less than 25,African-American,8,0,0,0,F,1
Female,55,Greater than 45,Caucasian,0,0,0,0,M,0
Male,24,Less than 25,Caucasian,1,0,0,0,F,1
Male,23,Less than 25,African-American,0,0,0,0,M,0
Female,64,Greater than 45,African-American,0,0,0,0,F,0
Female,39,25 - 45,African-American,0,0,0,0,F,1
Male,30,25 - 45,Caucasian,0,0,0,0,M,0
Female,22,Less than 25,African-American,1,0,0,0,M,0
Male,20,Less than 25,African-American,2,0,0,0,F,1
Male,21,Less than 25,African-American,0,0,0,0,F,1
Male,24,Less than 25,Caucasian,0,0,0,0,F,0
Male,30,25 - 45,African-American,3,0,0,0,M,0
Male,51,Greater than 45,African-American,12,0,0,0,F,1
Male,21,Less than 25,African-American,1,1,0,2,F,1
Male,31,25 - 45,African-American,1,0,0,0,F,0
Male,23,Less than 25,African-American,2,0,0,0,M,1
Male,32,25 - 45,African-American,4,0,0,0,F,1
Male,28,25 - 45,African-American,11,0,0,0,F,1
Male,24,Less than 25,African-American,0,0,0,1,F,0
Female,19,Less than 25,African-American,1,0,0,0,F,1
Male,29,25 - 45,African-American,3,0,0,0,F,1
Male,41,25 - 45,African-American,6,0,0,0,F,1
Male,28,25 - 45,African-American,4,0,0,0,M,1
Male,29,25 - 45,Caucasian,6,0,0,0,F,1
Male,49,Greater than 45,Caucasian,0,0,0,0,F,0
Male,42,25 - 45,Caucasian,0,0,0,0,M,0
Male,38,25 - 45,African-American,4,0,0,0,M,0
Male,22,Less than 25,African-American,3,0,0,1,F,1
Male,46,Greater than 45,Caucasian,0,0,0,0,M,1
Male,38,25 - 45,African-American,0,0,0,0,F,1
Male,36,25 - 45,African-American,0,0,0,0,F,0
Male,22,Less than 25,Caucasian,6,0,0,0,F,1
Male,29,25 - 45,African-American,11,0,0,0,M,0
Male,39,25 - 45,African-American,2,0,0,0,M,0
Male,47,Greater than 45,Caucasian,0,0,0,0,M,0
Male,26,25 - 45,African-American,7,0,0,0,F,1
Female,21,Less than 25,African-American,0,0,0,0,F,1
Male,63,Greater than 45,African-American,2,0,0,0,M,0
Male,27,25 - 45,African-American,2,0,0,0,F,1
Male,55,Greater than 45,Caucasian,27,0,0,0,M,0
Male,26,25 - 45,Caucasian,0,0,0,0,F,1
Male,37,25 - 45,Caucasian,1,0,0,0,M,0
Male,34,25 - 45,African-American,0,0,0,0,F,0
Male,25,25 - 45,African-American,2,1,1,0,F,1
Male,32,25 - 45,African-American,8,0,0,1,F,0
Female,25,25 - 45,African-American,5,0,0,0,F,1
Female,33,25 - 45,African-American,2,0,0,0,F,1
Male,26,25 - 45,African-American,2,0,0,0,F,1
Male,29,25 - 45,African-American,2,0,0,0,M,0
Male,28,25 - 45,Caucasian,6,0,0,0,M,1
Male,53,Greater than 45,African-American,20,0,0,0,F,0
Male,27,25 - 45,Caucasian,0,0,0,0,F,0
Male,48,Greater than 45,Caucasian,0,0,0,0,F,0
